Temp,Turbidity (cm),DO(mg/L),BOD (mg/L),CO2,pH`,Alkalinity (mg L-1 ),Hardness (mg L-1 ),Calcium (mg L-1 ),Ammonia (mg L-1 ),Nitrite (mg L-1 ),Phosphorus (mg L-1 ),H2S (mg L-1 ),Plankton (No. L-1),Water Quality
0.07416368,0.845253706,0.638651526,0.821251248,1.626233242,1.42356813,0.774776809,0.019664608,0.013636902,0.919773099,0.624151995,4.30E-05,0.630068217,2.766441142,2
0.117761615,0.904652696,0.168111262,0.675883935,2.334152162,-1.736404578,0.770254828,0.910659435,0.006158475,0.727509933,0.78671515,0.001782061,0.722742526,2.366469748,2
0.756407667,0.085055521,0.775653619,0.710199453,2.439242176,-2.617633971,0.678059534,0.018955325,0.014566291,0.992936943,0.78936663,0.001210067,0.500700711,2.634363105,2
0.008161753,0.052005038,0.10695757,0.544616909,2.164458797,-4.737036685,0.981575331,0.006988863,0.716449218,0.206269407,0.823910553,0.847547526,0.682585142,-2.062941398,2
0.109274779,0.116796241,0.079748962,0.465630546,1.7314006,3.23328321,0.971900231,0.042918509,0.762715151,0.752071491,1,0.000407328,0.554125608,-2.054089955,2
0.031199699,0.099815325,0.047710145,0.78246774,1.687667216,-4.700606513,0.80083594,0.038453128,0.98421384,0.216937016,0.444843748,0.000155964,0.349400147,-1.503989108,2
0.863264207,0.001266677,0.729982063,0.685544764,1.720171352,-4.009609911,0.724689124,0.004809454,0.018438288,0.30264944,0.682219634,0.636043563,0.490062537,-2.736294631,2
0.804823204,0.948455005,0.056631629,0.974730487,2.033412682,-2.024772645,0.820913286,0.038922232,0.012723163,0.299862076,0.424393034,0.697875613,0.948084428,2.226093603,2
0.006945213,0.104974772,0.692551615,0.765430403,1.808038782,-4.699414334,0.956314733,0.843661434,0.000954163,0.081571741,0.795357874,0.00126954,0.315924861,2.857754253,2
0.171309215,0.856121437,0.073933638,0.928940596,1.419574722,-3.822239994,0.787470039,0.859293041,0.017804183,0.416328771,0.824122646,0.790749747,1,2.861115689,2
0.002582078,0.121989528,0.041739165,0.905964123,1.631215882,-4.237637877,0.896839081,0.01147324,0.005617779,0.065242747,0.468928084,2.89E-05,0.358379371,-2.432623099,2
0.812050198,0.864879621,0.040026133,0.586279391,1.591988788,3.561860499,0.795174145,0.033683568,0.856411112,0.380939676,0.75175345,0.857899439,0.518900312,-2.251106925,2
0.774105023,0.131877141,0.073221287,0.847345417,1.42470892,2.521607091,0.872056972,0.860380521,0.974589842,0.530384726,0.953595591,0.623921125,0.519325837,2.224049687,2
0.950058001,0,0.177830304,0.632468966,2.41153124,1.726384902,0.766690579,0.004175885,0.898996849,0.556652542,0.963976214,0.001405616,0.249888377,2.257204003,2
0.007794049,0.935693408,0.739619188,0.93368324,1.681666282,4.027347391,0.685718226,0.992847747,0.708371012,0.433040416,0.674021912,0.970639089,0.403364562,2.80419349,2
0.975301461,0.12692149,0.807139874,0.504260189,2.956291216,-1.9656166,0.824758931,0.020356724,0.002309054,0.187197648,0.993680579,0.001355649,0.609422838,1.842112735,2
0.855130744,0.909426098,0.033818848,0.730077693,1.542257351,2.983081666,0.776712853,0.919937319,0.003696136,0.86082498,0.906494047,1,0.270785554,-2.644588455,2
0.857441522,0.055152202,0.922315635,0.447651692,1.987909489,4.061142956,0.895302564,0.845202088,0.649243452,0.872989474,0.634950997,0.676049571,0.863689801,2.153905239,2
0.982364619,0.021928932,0.187220815,0.423439455,2.003652168,-1.151491653,0.942211851,0.874427334,0.011462748,0.098895271,0.929586382,0.001456888,0.573954336,-2.501434887,2
0.076168547,0.818261609,0.892263412,0.643271083,2.330534591,-4.213185767,0.823151199,0.979098231,0.892288968,0.959477334,0.76336026,0.001798239,0.724023927,-2.27406516,2
0.824746135,0.05535448,0.056253085,0.797519376,2.027832926,2.440181251,0.69065177,0.853091692,0.937063,0.398779804,0.427499543,0.882169531,0.364783227,2.446567589,2
0.928683769,0.97367575,0.173995219,0.623405678,2.875815571,1.626040604,0.653713475,0.010114658,0.019311949,1,0.645218367,0.000623016,0.909456273,-1.524088178,2
0.99730285,0.905804323,0.759931528,0.567974111,1.296054518,-2.307960537,0.955264424,0.979210036,0.000985859,0.567116335,0.892881492,0.000746107,0.871787636,2.080068988,2
0.067396854,0.004867412,0,0.988707118,2.473835997,1.182527319,0.865286294,0.984584636,0.019332358,0.815541384,0.599087701,0.001790876,0.286550556,-2.269319342,2
0.750716192,0.93486838,0.02065855,0.790294561,2.938204153,-4.345155427,0.872602569,0.785092782,0.024649176,0.796644866,0.680529146,3.41E-05,0.336539577,-2.916439651,2
0.018329278,0.957556425,0.910889113,0.521408285,2.40308597,1.594100201,0.879218607,0.862139826,0.024205349,0.683473606,0.977321056,0.753368564,0.37898228,2.376162131,2
0.030219388,0.122874091,0.030938552,0.789821165,2.294040385,-3.167927604,0.661677082,0.770965917,0.008918809,0.144114095,0.487688116,0.788625956,0.989784454,-1.7190928,2
0.850853626,0.866053342,0.73314025,0.490322972,2.180456069,-3.015527311,0.796513394,0.027589622,0.969120747,0.171751786,0.405564726,0.877286938,0.793241677,2.793386356,2
0.822646761,0.866413696,0.1483844,0.641590069,1.957435463,1.685593244,0.764513296,0.892271776,0.006659417,0.465797583,0.779986383,0.830126613,0.419078248,-2.815529842,2
0.147487136,0.904786681,0.65098414,0.903958203,2.814415055,2.931644205,0.730910402,0.780187494,0.005771569,0.794476421,0.914850966,0.63947709,0.517287486,-1.501536813,2
0.935507791,0.109493002,0.916634236,0.36366751,2.365299676,1.607060579,0.653427836,0.02051297,0.938612688,0.304386013,0.76465663,0.625233089,0.692122669,-3.084148079,2
0.081710595,1,0.697112085,0.741844673,2.518535016,4.030481185,0.956514296,0.001128059,0.018039468,0.363802872,0.537927606,0.708701796,0.678118727,2.137196823,2
0.126132369,0.986076442,0.591196858,0.964225485,2.967066337,4.517266639,0.760242151,0.856784391,0.01601771,0.92472387,0.981869539,0.001157923,0.397513366,2.157612681,2
0.972203491,0.939409992,0.938172104,0.543823782,1.683573275,1.57492468,0.711452757,0.779674893,0.016789652,0.507816645,0.77978845,5.33E-05,0.438204268,3.011642272,2
0.116816091,0.910583345,0.184409003,0.894651171,2.565464783,3.440763066,0.666679129,0.007015187,0.938043254,0.248696326,0.518241902,0.000758665,0.860688526,2.12817703,2
0.924758415,0.115145474,0.951293821,0.446849998,1.631812605,-4.610797269,0.797039171,0.047184163,0.004467996,0.886194403,0.809723879,1.57E-05,0.959161772,-1.610272438,2
0.90389003,0.06677559,0.966145208,0.871440801,2.060060915,-2.566212237,0.784611187,0.893942564,0.923249806,0.644611224,0.492149319,0.000868268,0.261990975,-1.565613014,2
0.973190804,0.080849806,0.866302662,0.462736221,1.878998534,-3.672713155,0.996472613,0.023829234,0.816340515,0.441921271,0.456772164,0.001464986,0.409894815,-2.487437522,2
0.174290594,0.8883575,0.007447812,0.380671079,2.461887178,-4.071381183,0.689651184,0.029485511,0.886226118,0.953563242,0.637302184,0.001063121,0.237409472,-2.338317494,2
0.056992773,0.0896474,0.692421447,0.523175383,3.015425328,1.865591224,0.942196177,0.765045565,0.011591737,0.928558068,0.441642975,0.000693512,0.570657819,-1.80441726,2
0.908855553,0.971501599,0.192561408,0.848409305,2.463201319,1.686480544,0.753525279,0.877161344,0.858113678,0.962186052,0.862917957,0.845023793,0.44550631,1.992050405,2
0.082852864,0.135890509,0.812780506,0.949961717,1.528015796,4.304775614,0.82178438,0.789995623,0.0105036,0.351019687,0.535646697,0.943444279,0.516014047,2.994906868,2
0.846676922,0.886895336,0.735475413,0.552038994,2.094127514,1.948040743,0.751054922,0.931352524,0.005580962,0.535081222,0.948101013,0.001717001,0.44423687,-2.810214074,2
0.0315804,0.92101695,0.866237682,0.371895792,1.32040065,-2.530732146,0.63942068,0.030367189,0.022289261,0.105311956,0.533201116,0.978950723,0.22060487,-1.846210425,2
0.068696048,0.945189877,0.019407983,0.801218311,1.924687193,1.329519001,0.902228216,0.03053825,0,0.64032259,0.72176572,0.640411392,0.281718543,-1.502181771,2
0.828315762,0.842406662,0.108112883,0.988328031,1.868541735,-3.419237869,0.683956673,0.005633728,0.017818594,0.296705882,0.607408056,0.946328894,0.666477046,-2.850198641,2
0.063225379,0.945985062,0.897479952,0.521930183,2.917854712,1.690178139,0.681482875,0.025484226,0.97639077,0.347356801,0.700036086,0.968817063,0.530561682,-1.861816165,2
0.815764845,0.928500498,0.866135297,0.600710714,1.842284408,-4.695083375,0.97374196,0.019745325,0.003715687,0.13666867,0.567669803,0.000740758,0.387695406,-2.190502757,2
0.034395157,0.124057399,0.134386567,0.847939218,2.40107742,2.805322547,0.823813491,0.045392477,0.99708347,0.185353107,0.491636398,0.705485341,0.506712285,2.071967313,2
0.878459495,0.030672356,0.191612423,0.607657021,2.569591373,1.529681372,0.692000891,0.997965557,0.655137166,0.192939114,0.575006951,0.866774472,0.717277664,2.415409285,2
0.075524876,0.113306267,0.676212293,0.591494753,1.651352918,-3.37867738,0.959787294,0.758222941,0.637010946,0.347707554,0.442485782,0.001371575,0.328525692,2.772861322,2
0.130643251,0.853072674,0.716813245,0.868766838,1.958746346,2.569865315,0.781248415,0.043808357,0.003238555,0.867756427,0.739079026,0.00042896,0.377793077,-2.714454369,2
0.038736821,0.10261008,0.695861659,0.848673543,1.48740401,-3.174183228,0.740586035,0.847951648,0.799995554,0.667760277,0.727876888,0.000267342,0.439889552,-2.251096029,2
0.010436497,0.981722147,0.114047666,0.403724787,1.508163734,-2.235949421,0.772877178,0.770733882,0.899527695,0.773413173,0.411627638,0.928571316,0.752180763,-2.630532129,2
0.722416148,0.03936787,1,0.547024846,2.488142356,1.922140161,0.748332722,0.982803982,0.01116212,0.169779476,0.919126837,0.6448928,0.858835213,-2.712465322,2
0.87575051,0.050241079,0.766999158,0.905140646,2.536544191,-3.370521767,0.92253761,0.902043349,0.002248173,0.778497937,0.648425218,0.655610608,0.440569641,2.471256872,2
0.051769159,0.055475728,0.659450502,0.374028964,1.994828847,2.826051579,0.905207945,0.023398801,0.863047289,0.551776464,0.538201058,0.648990429,0.331477715,2.241446383,2
0.036003479,0.012884899,0.099194313,0.843328066,1.291639457,2.23492743,0.803703773,0,0.003929886,0.860226352,0.664451386,0.820386307,0.868606187,2.026237792,2
0.013190345,0.825842399,0.177081981,0.776310188,1.893587275,3.56401398,0.928253003,0.032258442,0.948037497,0.671400458,0.488774221,0.65193408,0.581013642,3.017783063,2
0,0.104037628,0.153066504,0.763872185,2.293998106,-1.427693763,0.824531966,0.031247655,0.006432559,0.457088792,0.751830274,0.963918261,0.816621278,-3.021560196,2
0.147089868,0.922110063,0.039037571,0.492145511,2.220709571,3.292659569,0.659080556,0.75543077,0.86427135,0.796527592,0.997179842,0.001234784,0.914338957,2.407159859,2
0.833341358,0.045413075,0.006914724,0.856326148,1.683321592,-4.539212338,0.956181142,0.790621156,0.652810259,0.268418861,0.454435751,0.884364092,0.683344822,2.337346514,2
0.729608453,0.99194118,0.063305959,0.575171702,3.011571213,3.586455778,0.731658918,0.045179064,0.819958854,0.763839956,0.757373904,0.828500603,0.848914522,2.113972362,2
0.860665392,0.934162275,0.122832533,1,1.703920344,2.609159682,0.72539307,0.758681939,0.023976352,0.460380733,0.986985093,0.001918623,0.872819925,1.956102677,2
0.172086937,0.030279557,0.878124154,0.475792884,2.104286143,-1.49480983,0.637059209,0.941965052,0.009861698,0.7773749,0.941267603,0.000867761,0.849802056,-2.348499442,2
0.136389303,0.937759212,0.671715463,0.721881151,2.399358973,2.050832797,0.890164247,0.835702228,0.88618237,0.200129302,0.56521821,0.001168626,0.746522957,1.935333072,2
0.917187294,0.900593108,0.629963552,0.438805959,3.037071489,-3.294217386,0.787359188,0.032115916,0.024625479,0.368743408,0.789440229,0.681303994,0.64110225,2.435735598,2
0.028917512,0.898807776,0.946183215,0.730127909,2.761775443,1.508089652,0.93464492,0.043689012,0.758516564,0.737179152,0.479781502,0.840030811,0.588315578,2.841364765,2
0.099777817,0.056510111,0.603098836,0.802444176,2.162707165,-4.849337941,0.690783164,0.981009963,0.914861686,0.414247806,0.837308312,0.881633838,0.453731324,2.404247687,2
0.117293631,0.864937436,0.920057821,0.445455587,1.629567903,4.490323282,0.659728054,0.898927704,0.712554303,0.12462423,0.663654636,0.680584454,0.592779846,-2.90576115,2
0.173615461,0.130626742,0.078826858,0.694698288,1.350283367,2.160804619,0.842750676,0.046184716,0.754380219,0.094411559,0.72549614,0.001270412,0.551944054,2.627179513,2
0.106984812,0.11932666,0.08370918,0.744374953,2.297974554,-3.10015527,0.764021536,0.947872225,0.023599514,0.26968112,0.475605618,0.911943619,0.657629814,2.598621209,2
0.754803935,0.139991032,0.053672105,0.45198154,1.692457144,-3.721191208,0.908223556,0.925715275,0.853052697,0.784347963,0.587696805,0.001544508,0.409820772,1.951760805,2
0.767340426,0.084264534,0.085886917,0.950283171,2.043360106,4.324794496,0.965900597,0.038352244,0.005437094,0.799954708,0.713176036,0.001918836,0.289351817,-1.509566083,2
1,0.949209761,0.860645294,0.761401684,1.420174304,4.13847991,0.667523646,0.902156222,0.016403709,0.666544902,0.71673212,0,0.978628447,-1.765876636,2
0.800103481,0.206772141,0.488276726,0.147224638,-1.293237679,0.897011266,0.478159136,0.138809662,0.053014376,0.043493482,0.106744953,0.004269918,0.143761779,1.353586937,2
0.766530514,0.197896233,0.473237474,0.253421345,-0.648623466,1.026274634,0.310039459,0.114704476,0.039247385,0.025753469,0.045633864,0.432048857,0.154044897,1.409209059,2
0.772421433,0.18091672,0.350470287,0.225465325,-0.554619058,0.927243245,0.534396121,0.570437127,0.593890673,0.039670223,0.049438208,0.004855481,0.185771592,-1.235457362,2
0.017205937,0.263522792,0.420701524,0.095929764,0.98526571,-0.807863736,0.05934328,0.668221831,0.056342087,0.034156284,0.086488044,0.485141463,0.115984329,-1.031667429,2
0.769347257,0.293080851,0.385359366,0.137503909,-1.220370966,0.952746451,0.588747938,0.124892764,0.275000915,0.036199656,0.049573347,0.434277992,0.168597119,-1.490493072,2
0.033502171,0.213306593,0.429012638,0.282376777,1.23146198,0.950085618,0.62396104,0.080321094,0.039441136,0.049577797,0.00469373,0.516842065,0.061243682,-1.438045216,2
0.837582209,0.281899742,0.497486164,0.350288804,-2.010872528,-0.889333529,0.053290719,0.144330314,0.523213788,0.02598758,0.165146068,0.003105004,0.177056368,-0.719592894,2
0.959660604,0.168590782,0.338353645,0.107349929,1.201221249,-0.838492826,0.082895339,0.147238851,0.573675709,0.025344716,0.090679262,0.496466731,0.001499404,1.735878864,2
0.963754821,0.261290312,0.48021846,0.110011017,-1.703774992,1.001456644,0.633834574,0.076556866,0.530575998,0.030085975,0.09302165,0.469226929,0.055920107,-1.442099296,2
0.010755791,0.19213916,0.426780906,0.260223535,1.2802349,-0.973757284,0.522815199,0.6147658,0.461080805,0.03146801,0.240795718,0.540565174,0.130798854,1.121607205,2
0.162259318,0.2058312,0.448253921,0.276609044,-2.169436515,0.89425596,0.055793407,0.138028365,0.036432435,0.04800325,0.342287129,0.49173882,0.1694091,-0.765997336,2
0.143514169,0.297904972,0.401115751,0.171906208,1.002878133,1.116602342,0.057100691,0.053476828,0.305325295,0.044473251,0.322774263,0.441962447,0.135344258,1.409750486,2
0.04198378,0.258695035,0.4596596,0.142603216,1.064859909,1.124435457,0.001697875,0.665621677,0.047972497,0.040493779,0.010722814,0.452874692,0.01943125,-0.955554398,2
0.899327444,0.298171873,0.415570536,0.252694599,-1.453894855,-1.036489838,0.074545693,0.530497666,0.050445451,0.048069505,0.400795422,0.002491392,0.083842869,-1.317533966,2
0.719348685,0.242185629,0.328206946,0.334935096,-1.531862466,0.819468601,0.086936757,0.166902288,0.043733327,0.042084137,0.384083987,0.583003819,0.025946911,-0.868501219,2
0.127022085,0.184394816,0.461233432,0.134252773,1.03480274,-0.955692773,0.33575368,0.178327106,0.564666657,0.049112065,0.165936399,0.004323408,0.042809669,-1.015193183,2
0.992619358,0.184802674,0.479465371,0.253698593,-2.235175507,0.926662277,0.600913262,0.641917183,0.039958626,0.031837466,0.059050494,0.003492531,0.155643974,-1.453625767,2
0.737196688,0.204049808,0.438257987,0.084775398,-0.603477849,0.855812316,0.609984485,0.714368573,0.370665246,0.045270857,0.245719951,0.004931326,0.142795397,1.02536908,2
0.955353511,0.16312232,0.340422283,0.30561983,-1.570005509,0.961149207,0.352539651,0.16175989,0.436432074,0.033066171,0.136203154,0.003008721,0.043840871,-0.951498419,2
0.042948268,0.1753815,0.401926672,0.195937683,-1.954714624,0.892097054,0.548948914,0.124406709,0.035089709,0.034258133,0.094916544,0.005243225,0.171358764,-1.362357784,2
0.887859423,0.266269747,0.391525817,0.082968821,0.659043004,0.85895193,0.020033349,0.171502383,0.035285051,0.049461402,0.309478861,0.42318908,0.167571898,1.147752584,2
0.042414665,0.218177151,0.352960153,0.224398512,-0.501823546,0.988681873,0.089310223,0.60896801,0.378752168,0.047363419,0.396759515,0.458945839,0.131486075,-0.758395146,2
0.937203756,0.215428023,0.514863556,0.152014163,-1.424467446,-0.929090718,0.001262682,0.099122656,0.339587676,0.026806003,0.201449156,0.578119838,0.16058412,1.671081033,2
0.75911621,0.152410477,0.364806324,0.225704224,-1.543443444,-0.916929578,0.561756005,0.107898668,0.585021332,0.030700754,0.290688803,0.003834244,0.157389003,1.127692109,2
0.0567873,0.209648386,0.38902396,0.124612561,0.650996953,1.090382776,0.02624951,0.494886386,0.051237434,0.034432315,0.142935571,0.502960149,0.059164557,1.46390561,2
0.07416368,0.254475317,0.405863253,0.349551524,0.985923218,-1.007708496,0.070134238,0.735377721,0.055301341,0.047390313,0.312107187,0.594525743,0.101556403,-0.685201206,2
0.117761615,0.26779415,0.394282487,0.169460913,0.609791321,0.990600292,0.549732666,0.060072779,0.623945196,0.028973994,0.065553131,0.50176724,0.137177634,1.081525405,2
0.756407667,0.253124898,0.518756799,0.291749393,1.146683274,-0.990487222,0.047894977,0.686147569,0.521921423,0.025629152,0.021093765,0.546508669,0.093954545,1.324373766,2
0.008161753,0.284551867,0.370800108,0.355853748,-1.982354796,-0.91365956,0.286374179,0.508178552,0.059132297,0.046859858,0.013111504,0.005052676,0.034962029,1.707220476,2
0.109274779,0.210930417,0.499475227,0.228412121,-1.799193539,0.955547047,0.531580025,0.422104724,0.053371479,0.038236762,0.035203685,0.004642597,0.093883763,1.417103564,2
0.031199699,0.223098244,0.463354915,0.130463792,0.713464303,0.94211796,0.070357469,0.699154163,0.49410753,0.04177149,0.10056554,0.512825313,0.11468202,-1.189019759,2
0.863264207,0.287209487,0.372900599,0.14390204,-1.479077093,0.852934434,0.295495996,0.699715595,0.607274202,0.029550986,0.295665139,0.002505611,0.037882894,-1.354104168,2
0.804823204,0.235823531,0.491120418,0.336384346,-0.783238987,1.009580123,0.089671776,0.104113445,0.053172933,0.046732263,0.389521609,0.00431821,0.129393443,1.749688719,2
0.006945213,0.257928453,0.514490693,0.347132998,-1.347855205,0.924396799,0.550591523,0.386429991,0.306339681,0.028978714,0.063696564,0.59927134,0.016707778,0.646644807,2
0.171309215,0.246518947,0.487825266,0.13571408,-2.15689264,0.849143454,0.067102468,0.12664641,0.61247262,0.041440554,0.374100359,0.446976106,0.098118087,1.553447431,2
0.002582078,0.238718491,0.447121716,0.3252548,-1.787541268,-0.890365914,0.069548269,0.412311994,0.527400951,0.042624833,0.132741351,0.002737706,0.001056105,0.874934887,2
0.812050198,0.26150593,0.376288894,0.078828146,0.982055464,0.884763258,0.046651084,0.179844833,0.031321637,0.04564647,0.173943515,0.415814644,0.128711564,-1.032730577,2
0.774105023,0.267345232,0.368621684,0.282288305,0.64573413,1.060069051,0.349983772,0.070063578,0.560030145,0.025564724,0.017673687,0.539864038,0.01851387,0.90040283,2
0.950058001,0.182437401,0.354177407,0.21699615,-0.589565863,-0.811792479,0.527040422,0.710559889,0.050627955,0.040033279,0.014581342,0.507844845,0.007317324,1.089359277,2
0.007794049,0.294398413,0.362457334,0.298342414,1.218340474,1.122658152,0.40760228,0.146570265,0.051115076,0.03618711,0.24050832,0.456337797,0.109796341,-1.457119468,2
0.975301461,0.183631312,0.372799932,0.113198095,-0.532901543,-0.978483748,0.012829056,0.476578816,0.04916463,0.036022934,0.100785181,0.002808425,0.00518538,1.629310141,2
0.855130744,0.236440774,0.352727823,0.193005759,-0.930352815,-0.814703523,0.450912467,0.164354535,0.310455637,0.040801213,0.221079172,0.558724124,0.108329997,-0.7382232,2
0.857441522,0.232794693,0.370073789,0.250249312,0.836223808,1.082284624,0.41727585,0.727429165,0.613137391,0.028110033,0.00879463,0.577874545,0.061678323,-1.114730404,2
0.982364619,0.247839659,0.435073476,0.100656301,0.711616001,-0.886088219,0.469650309,0.145115101,0.492840993,0.028040109,0.329636117,0.530879858,0.109505112,0.819551801,2
0.076168547,0.260481474,0.484225768,0.133349241,-0.754227964,1.123294019,0.550613209,0.085951808,0.045210585,0.041781765,0.158331755,0.551059255,0.002215442,-0.865916902,2
0.824746135,0.203661735,0.519760375,0.3555799,0.957439128,-1.006767967,0.070357757,0.173795696,0.596344298,0.041263846,0.374677302,0.004066915,0.040975255,-1.386102828,2
0.928683769,0.220192956,0.345530766,0.347354905,1.042100262,-0.945197564,0.051202823,0.099578995,0.048550765,0.038794269,0.024661595,0.420074071,0.050288743,-1.010868173,2
0.99730285,0.298468373,0.411980065,0.259456504,-0.95032789,-1.053597964,0.367839608,0.584531887,0.034282212,0.039379845,0.064066058,0.002097166,0.014629611,1.180385378,2
0.067396854,0.213963989,0.455527544,0.297605342,1.173860661,-0.853250744,0.376577197,0.163144912,0.421860319,0.043209427,0.270763309,0.002306197,0.082724145,1.815023248,2
0.750716192,0.256106206,0.508474076,0.235357196,-0.734593455,-0.870812695,0.337300997,0.421877127,0.618415246,0.049154986,0.030938078,0.00424929,0.135511447,-1.022292909,2
0.018329278,0.422436638,0.227229669,0.052603674,0.546752992,0.471237567,0.226341381,0.370614517,0.066298467,0.01249426,0.001179017,0.072057961,0.193362257,-0.571066668,2
0.030219388,0.384328097,0.274009884,0.054024552,-0.40001895,0.362655819,0.085736631,0.309176525,0.144662862,0.009647606,0.000184165,0.269101078,0.192015066,-0.289588809,2
0.850853626,0.623276118,0.225709004,0.004446012,-0.032471999,0.286656227,0.147490521,0.368661033,0.07244292,0.007558089,0.003204829,0.138674191,0.200847654,0.16142011,2
0.822646761,0.306601143,0.238898438,0.055787671,-0.399625724,-0.187071044,0.017709202,0.332855593,0.223435005,0.019452304,0.000795347,0.209264443,0.197545501,0.116494283,2
0.147487136,0.305694827,0.282741781,0.001148385,0.417735304,-0.484298405,0.073008715,0.35783955,0.217058186,0.003117481,0.00175057,0.188552656,0.201056176,-0.567108031,2
0.935507791,0.507532376,0.200839459,0.025022478,0.450681247,-0.067547902,0.097017728,0.192196146,0.15274678,0.013474382,0.00153362,0.267788613,0.196940621,-0.2105822,2
0.081710595,0.462394836,0.326527596,0.047859365,-0.246282326,0.519289842,0.014612043,0.362872042,0.185104408,0.021308046,0.002159201,0.056191601,0.201221076,0.476832234,2
